Operon,IdGene,Type,COGgene,start,end,end.gff,Strand,Function,chr,acc,locus_tag,old_locus_tag,length_nt,type,annotation
125,cds184,CDS,COG1193,172017,174011,174011,+,[L] Mismatch repair ATPase (MutS family) ,NC_013967.1,WP_004045305.1,HVO_RS05630,HVO_0191,1995,protein_coding,DNA mismatch repair protein MutS
127,cdc6,CDS,COG1474,174892,176016,176016,+,"[LO] Cdc6-related protein, AAA superfamily ATPase ",NC_013967.1,WP_004045308.1,HVO_RS05645,HVO_0194,1125,protein_coding,ATPase AAA
128,cds188,CDS,COG0120,176077,176769,176769,+,[G] Ribose 5-phosphate isomerase   ,NC_013967.1,WP_004045309.1,HVO_RS05650,HVO_0195,693,protein_coding,ribose-5-phosphate isomerase RpiA
129,cds189,CDS,COG2036,176934,177101,177101,-,[B] Histones H3 and H4  ,NC_013967.1,WP_004045310.1,HVO_RS05655,HVO_0196,168,protein_coding,DUF1931 domain-containing protein
130,cds190,CDS,COG1691,177286,178047,178047,+,[R] NCAIR mutase (PurE)-related proteins  ,NC_013967.1,WP_004045311.1,HVO_RS05660,HVO_0197,762,protein_coding,cytochrome c
131,cds191,CDS,COG2827,178439,178678,178678,+,[L] Predicted endonuclease containing a URI domain,NC_013967.1,WP_004045312.1,HVO_RS05665,HVO_0198,240,protein_coding,GIY-YIG nuclease family protein
132,cds192,CDS,COG1109,178741,180114,180114,+,[G] Phosphomannomutase     ,NC_013967.1,WP_004045313.1,HVO_RS05670,HVO_0199,1374,protein_coding,phosphoglucomutase
134,cds194,CDS,COG0454,180588,180998,180998,-,[KR] Histone acetyltransferase HPA2 and related acetyltransferases,NC_013967.1,WP_004045315.1,HVO_RS05680,HVO_0201,411,protein_coding,N-acetyltransferase
134,cds195,CDS,COG2104,181007,181207,181207,-,[H] Sulfur transfer protein involved in thiamine,NC_013967.1,WP_004045316.1,HVO_RS05685,HVO_0202,201,protein_coding,hypothetical protein
135,rfc,CDS,COG0470,181313,182296,182296,+,[L] ATPase involved in DNA replication ,NC_013967.1,WP_004045317.1,HVO_RS05690,HVO_0203,984,protein_coding,replication factor C small subunit
136,cds197,CDS,COG2202,182364,184730,184730,-,[T] FOG: PAS/PAC domain   ,NC_013967.1,WP_049914914.1,HVO_RS05695,HVO_0204,2367,protein_coding,PAS domain S-box protein
137,cds198,CDS,COG3476,184851,185336,185336,-,[T] Tryptophan-rich sensory protein (mitochondrial benzodiazepine receptor,NC_013967.1,WP_004045319.1,HVO_RS05700,HVO_0205,486,protein_coding,tryptophan-rich sensory protein
138,cds199,CDS,COG0013,185459,188227,188227,+,[J] Alanyl-tRNA synthetase    ,NC_013967.1,WP_004045320.1,HVO_RS05705,HVO_0206,2769,protein_coding,alanine--tRNA ligase
138,cds200,CDS,COG0596,188332,189108,189108,+,[R] Predicted hydrolases or acyltransferases (alpha/beta hydrolase,NC_013967.1,WP_004045321.1,HVO_RS05710,HVO_0207,777,protein_coding,3-oxoadipate enol-lactonase
139,cds201,CDS,COG0518,189223,189936,189936,+,[F] GMP synthase - Glutamine amidotransferase domain,NC_013967.1,WP_004045322.1,HVO_RS05715,HVO_0208,714,protein_coding,hypothetical protein
140,cds202,CDS,COG1960,190112,191275,191275,+,[I] Acyl-CoA dehydrogenases    ,NC_013967.1,WP_004045323.1,HVO_RS05720,HVO_0209,1164,protein_coding,acyl-CoA dehydrogenase
142,cds204,CDS,COG1146,191877,192200,192200,+,[C] Ferredoxin     ,NC_013967.1,WP_004045325.1,HVO_RS05730,HVO_0211,324,protein_coding,ferredoxin family protein
142,cds205,CDS,COG0346,192245,192619,192619,+,[E] Lactoylglutathione lyase and related lyases ,NC_013967.1,WP_004045326.1,HVO_RS05735,HVO_0212,375,protein_coding,VOC family protein
143,cds206,CDS,COG2406,192742,193194,193194,+,[R] Protein distantly related to bacterial ferritins,NC_013967.1,WP_004045327.1,HVO_RS05740,HVO_0213,453,protein_coding,rubrerythrin
144,cds207,CDS,COG0039,193386,194348,194348,+,[C] Malate/lactate dehydrogenases    ,NC_013967.1,WP_004045328.1,HVO_RS05745,HVO_0214,963,protein_coding,L-lactate dehydrogenase
145,cds208,CDS,COG0247,194367,196481,196481,-,[C] Fe-S oxidoreductase    ,NC_013967.1,WP_004045329.1,HVO_RS05750,HVO_0215,2115,protein_coding,4Fe-4S dicluster domain-containing protein
146,cds209,CDS,COG0619,196563,197267,197267,-,"[P] ABC-type cobalt transport system, permease component",NC_013967.1,WP_004045330.1,HVO_RS05755,HVO_0216,705,protein_coding,cobalt ABC transporter permease
146,cds210,CDS,COG1122,197261,197962,197962,-,"[P] ABC-type cobalt transport system, ATPase component",NC_013967.1,WP_004045331.1,HVO_RS05760,HVO_0217,702,protein_coding,ABC transporter ATP-binding protein
146,cds211,CDS,COG1268,197963,198541,198541,-,[R] Uncharacterized conserved protein   ,NC_013967.1,WP_004045332.1,HVO_RS05765,HVO_0218,579,protein_coding,biotin transporter BioY
147,cds213,CDS,COG1241,199368,201476,201476,+,"[L] Predicted ATPase involved in replication control,",NC_013967.1,WP_004045334.1,HVO_RS05775,HVO_0220,2109,protein_coding,MCM DNA helicase
148,cds214,CDS,COG1722,201577,201879,201879,+,[L] Exonuclease VII small subunit  ,NC_013967.1,WP_004045335.1,HVO_RS05780,HVO_0221,303,protein_coding,hypothetical protein
149,cds218,CDS,COG0455,204209,204871,204871,+,[D] ATPases involved in chromosome partitioning ,NC_013967.1,WP_004045339.1,HVO_RS05800,HVO_0225,663,protein_coding,chromosome partitioning protein ParA
150,cds219,CDS,COG1405,204965,205831,205831,-,"[K] Transcription initiation factor TFIIIB, Brf1 subunit/Transcription",NC_013967.1,WP_004045340.1,HVO_RS05805,HVO_0226,867,protein_coding,transcription initiation factor IIB family protein
152,cds221,CDS,COG0455,206630,207373,207373,-,[D] ATPases involved in chromosome partitioning ,NC_013967.1,WP_004045342.1,HVO_RS05815,HVO_0228,744,protein_coding,cell division inhibitor
154,cds223,CDS,COG0537,208346,208762,208762,-,[FGR] Diadenosine tetraphosphate (Ap4A) hydrolase and other,NC_013967.1,WP_004045344.1,HVO_RS05825,HVO_0230,417,protein_coding,HIT family protein
155,cds224,CDS,COG1573,209051,209686,209686,-,[L] Uracil-DNA glycosylase    ,NC_013967.1,WP_004045345.1,HVO_RS05830,HVO_0231,636,protein_coding,uracil-DNA glycosylase
155,cds226,CDS,COG0462,209972,210823,210823,-,[FE] Phosphoribosylpyrophosphate synthetase    ,NC_013967.1,WP_004045347.1,HVO_RS05840,HVO_0233,852,protein_coding,ribose-phosphate diphosphokinase
156,cds228,CDS,COG5431,211808,212152,212152,-,[S] Uncharacterized metal-binding protein   ,NC_013967.1,WP_004065483.1,HVO_RS05850,HVO_0235,345,protein_coding,hypothetical protein
157,cds229,CDS,COG1867,212299,213429,213429,+,"[J] N2,N2-dimethylguanosine tRNA methyltransferase   ",NC_013967.1,WP_004045350.1,HVO_RS05855,HVO_0236,1131,protein_coding,tRNA (guanine(10)-N(2))-dimethyltransferase
158,cds230,CDS,COG1295,213507,214844,214844,+,[S] Predicted membrane protein   ,NC_013967.1,WP_004045351.1,HVO_RS05860,HVO_0237,1338,protein_coding,YihY/virulence factor BrkB family protein
158,cds231,CDS,COG0671,214846,215811,215811,+,[I] Membrane-associated phospholipid phosphatase   ,NC_013967.1,WP_013035308.1,HVO_RS05865,HVO_0238,966,protein_coding,phosphatase PAP2 family protein
159,cds232,CDS,COG0174,215944,217314,217314,-,[E] Glutamine synthetase    ,NC_013967.1,WP_004045354.1,HVO_RS05870,HVO_0239,1371,protein_coding,glutamine synthetase
160,cds233,CDS,COG1522,217441,217899,217899,+,[K] Transcriptional regulators    ,NC_013967.1,WP_004045355.1,HVO_RS05875,HVO_0240,459,protein_coding,Lrp/AsnC family transcriptional regulator
161,cds234,CDS,COG2309,218337,219419,219419,-,[E] Leucyl aminopeptidase (aminopeptidase T)  ,NC_013967.1,WP_004045357.1,HVO_RS05880,HVO_0242,1083,protein_coding,aminopeptidase
162,cds235,CDS,COG2008,219536,220561,220561,+,[E] Threonine aldolase    ,NC_013967.1,WP_004045358.1,HVO_RS05885,HVO_0243,1026,protein_coding,threonine aldolase
163,cds236,CDS,COG0053,220622,221566,221566,-,[P] Predicted Co/Zn/Cd cation transporters  ,NC_013967.1,WP_013035473.1,HVO_RS05890,HVO_0244,945,protein_coding,cation transporter
164,cds237,CDS,COG0622,221699,222217,222217,+,[R] Predicted phosphoesterase    ,NC_013967.1,WP_004045360.1,HVO_RS05895,HVO_0245,519,protein_coding,metallophosphoesterase
167,cds241,CDS,COG1253,225232,226647,226647,-,[R] Hemolysins and related proteins containing CBS,NC_013967.1,WP_013035472.1,HVO_RS05915,HVO_0250,1416,protein_coding,HlyC/CorC family transporter
168,cds243,CDS,COG2077,227072,227578,227578,+,[O] Peroxiredoxin     ,NC_013967.1,WP_004045368.1,HVO_RS05925,HVO_0252,507,protein_coding,peroxiredoxin-like protein
169,cds244,CDS,COG0009,227672,228271,228271,+,[J] Putative translation factor (SUA5)  ,NC_013967.1,WP_013035374.1,HVO_RS05930,HVO_0253,600,protein_coding,threonylcarbamoyl-AMP synthase
171,cds246,CDS,COG0421,229170,230783,230783,+,[E] Spermidine synthase    ,NC_013967.1,WP_004045371.1,HVO_RS05940,HVO_0255,1614,protein_coding,spermine synthase
173,cds249,CDS,COG4974,231538,232569,232569,-,[L] Site-specific recombinase XerD   ,NC_013967.1,WP_004045374.1,HVO_RS05955,HVO_0258,1032,protein_coding,integrase
175,cds251,CDS,COG4742,233436,233702,233702,+,[K] Predicted transcriptional regulator   ,NC_013967.1,WP_004045377.1,HVO_RS05965,HVO_0260,267,protein_coding,hypothetical protein
177,cds254,CDS,COG3385,235110,236276,236276,-,[L] FOG: Transposase and inactivated derivatives ,NC_013967.1,WP_013035611.1,HVO_RS05975,HVO_0263,1167,protein_coding,ISH3 family transposase ISH51
180,cds257,CDS,COG1598,237481,237741,237741,+,[S] Uncharacterized conserved protein   ,NC_013967.1,WP_004045389.1,HVO_RS05990,HVO_0265,261,protein_coding,hypothetical protein
182,cds266,CDS,COG0467,242489,243640,243640,+,[T] RecA-superfamily ATPases implicated in signal transduction,NC_013967.1,WP_013035542.1,HVO_RS06030,HVO_0274,1152,protein_coding,hypothetical protein
183,cds267,CDS,COG3385,243876,245228,245228,+,[L] FOG: Transposase and inactivated derivatives ,NC_013967.1,WP_013035249.1,HVO_RS06035,HVO_0275,1353,protein_coding,IS4 family transposase
183,cds268,CDS,COG3385,245331,246683,246683,+,[L] FOG: Transposase and inactivated derivatives ,NC_013967.1,WP_013035080.1,HVO_RS06040,HVO_0276,1353,protein_coding,IS4 family transposase
184,cds270,CDS,COG3547,248186,249184,249184,+,[L] Transposase and inactivated derivatives  ,NC_013967.1,WP_013035031.1,HVO_RS06050,HVO_0278,999,protein_coding,IS110 family transposase ISHvo9
186,cds273,CDS,COG0471,252148,254004,254004,-,[P] Di- and tricarboxylate transporters  ,NC_013967.1,WP_004044640.1,HVO_RS06065,HVO_0282,1857,protein_coding,cation transporter
187,cds274,CDS,COG1202,254076,256130,256130,-,"[R] Superfamily II helicase, archaea-specific  ",NC_013967.1,WP_004044639.1,HVO_RS06070,HVO_0283,2055,protein_coding,DEAD/DEAH box helicase
188,cds275,CDS,COG1917,256281,256670,256670,-,"[S] Uncharacterized conserved protein, contains double-stranded beta-helix",NC_013967.1,WP_004044638.1,HVO_RS06075,HVO_0284,390,protein_coding,cupin domain-containing protein
189,cds276,CDS,COG1994,256758,257930,257930,+,[R] Zn-dependent proteases    ,NC_013967.1,WP_004044637.1,HVO_RS06080,HVO_0285,1173,protein_coding,CBS domain-containing protein
190,cds277,CDS,COG1058,257951,258775,258775,-,[R] Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis,NC_013967.1,WP_004044636.1,HVO_RS06085,HVO_0286,825,protein_coding,competence/damage-inducible protein A
192,cds278,CDS,COG1202,259521,259982,259982,+,"[R] Superfamily II helicase, archaea-specific  ",NC_013967.1,WP_004044634.1,HVO_RS06095,HVO_0289,462,protein_coding,hypothetical protein
194,cds280,CDS,COG3390,260600,261190,261190,-,[S] Uncharacterized protein conserved in archaea ,NC_013967.1,WP_004044632.1,HVO_RS06105,HVO_0291,591,protein_coding,rpa-associated protein
194,cds281,CDS,COG1599,261191,262126,262126,-,"[L] Single-stranded DNA-binding replication protein A (RPA),",NC_013967.1,WP_004044631.1,HVO_RS06110,HVO_0292,936,protein_coding,hypothetical protein
195,cds283,CDS,COG0836,262634,263638,263638,+,[M] Mannose-1-phosphate guanylyltransferase    ,NC_013967.1,WP_004044629.1,HVO_RS06120,HVO_0294,1005,protein_coding,mannose-1-phosphate guanyltransferase
196,cds285,CDS,COG1028,264341,265126,265126,-,[IQR] Dehydrogenases with different specificities (related to,NC_013967.1,WP_004044627.1,HVO_RS06130,HVO_0296,786,protein_coding,KR domain-containing protein
197,cds286,CDS,COG1356,265238,265732,265732,-,[S] Uncharacterized protein conserved in archaea ,NC_013967.1,WP_004044626.1,HVO_RS06135,HVO_0297,495,protein_coding,Tfx family DNA-binding protein
198,cds287,CDS,COG2265,265809,266291,266291,-,[J] SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase,NC_013967.1,WP_004044625.1,HVO_RS06140,HVO_0298,483,protein_coding,deoxyribonuclease
200,cds289,CDS,COG2108,267117,268112,268112,-,[R] Uncharacterized conserved protein related to pyruvate,NC_013967.1,WP_013035304.1,HVO_RS06150,HVO_0300,996,protein_coding,radical SAM protein
201,cds290,CDS,COG2202,268262,270109,270109,+,[T] FOG: PAS/PAC domain   ,NC_013967.1,WP_004044622.1,HVO_RS06155,HVO_0301,1848,protein_coding,hybrid sensor histidine kinase/response regulator
202,cds291,CDS,COG2237,270240,271373,271373,+,[S] Predicted membrane protein   ,NC_013967.1,WP_004044621.1,HVO_RS06160,HVO_0302,1134,protein_coding,DUF373 domain-containing protein
203,cds292,CDS,COG0142,271412,272254,272254,-,[H] Geranylgeranyl pyrophosphate synthase   ,NC_013967.1,WP_004044620.1,HVO_RS06165,HVO_0303,843,protein_coding,polyprenyl synthetase family protein
204,cds293,CDS,COG2025,272558,273511,273511,-,"[C] Electron transfer flavoprotein, alpha subunit ",NC_013967.1,WP_004044619.1,HVO_RS06170,HVO_0304,954,protein_coding,electron transfer flavoprotein subunit alpha/FixB family protein
204,cds294,CDS,COG2086,273508,274305,274305,-,"[C] Electron transfer flavoprotein, beta subunit ",NC_013967.1,WP_004044618.1,HVO_RS06175,HVO_0305,798,protein_coding,electron transfer flavoprotein subunit beta/FixA family protein
205,cds295,CDS,COG2512,274375,275553,275553,-,[S] Uncharacterized membrane-associated protein/domain   ,NC_013967.1,WP_004044617.1,HVO_RS06180,HVO_0306,1179,protein_coding,hypothetical protein
206,cds297,CDS,COG5456,277131,277613,277613,+,[P] Predicted integral membrane protein linked to,NC_013967.1,WP_049914903.1,HVO_RS06190,HVO_0308,483,protein_coding,type IV pilin
207,cds298,CDS,COG0500,277680,278303,278303,-,[QR] SAM-dependent methyltransferases    ,NC_013967.1,WP_004044614.1,HVO_RS06195,HVO_0309,624,protein_coding,methyltransferase domain-containing protein
208,cds299,CDS,COG2811,278458,278790,278790,+,[C] Archaeal/vacuolar-type H+-ATPase subunit H  ,NC_013967.1,WP_004044613.1,HVO_RS06200,HVO_0310,333,protein_coding,V-type ATP synthase subunit H
208,cds300,CDS,COG1269,278777,280978,280978,+,[C] Archaeal/vacuolar-type H+-ATPase subunit I  ,NC_013967.1,WP_013035358.1,HVO_RS06205,HVO_0311,2202,protein_coding,V-type ATP synthase subunit I
208,cds301,CDS,COG0636,281153,281410,281410,+,"[C] F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase,",NC_013967.1,WP_004044611.1,HVO_RS06210,HVO_0312,258,protein_coding,F0F1 ATP synthase subunit C
208,cds302,CDS,COG1390,281432,282016,282016,+,[C] Archaeal/vacuolar-type H+-ATPase subunit E  ,NC_013967.1,WP_004044610.1,HVO_RS06215,HVO_0313,585,protein_coding,ATP synthase subunit E
208,cds303,CDS,COG1527,282013,283059,283059,+,[C] Archaeal/vacuolar-type H+-ATPase subunit C  ,NC_013967.1,WP_004044609.1,HVO_RS06220,HVO_0314,1047,protein_coding,ATP synthase subunit C
208,cds304,CDS,COG1436,283056,283376,283376,+,[C] Archaeal/vacuolar-type H+-ATPase subunit F  ,NC_013967.1,WP_004044608.1,HVO_RS06225,HVO_0315,321,protein_coding,ATP synthase subunit F
208,cds305,CDS,COG1155,283383,285143,285143,+,[C] Archaeal/vacuolar-type H+-ATPase subunit A  ,NC_013967.1,WP_004044607.1,HVO_RS06230,HVO_0316,1761,protein_coding,ATP synthase subunit A
208,cds306,CDS,COG1156,285148,286554,286554,+,[C] Archaeal/vacuolar-type H+-ATPase subunit B  ,NC_013967.1,WP_004044606.1,HVO_RS06235,HVO_0317,1407,protein_coding,V-type ATP synthase subunit B
209,cds307,CDS,COG3413,286684,288660,288660,+,[R] Predicted DNA binding protein  ,NC_013967.1,WP_004044605.1,HVO_RS06240,HVO_0318,1977,protein_coding,PAS domain-containing protein
210,cds308,CDS,COG1394,288859,289566,289566,+,[C] Archaeal/vacuolar-type H+-ATPase subunit D  ,NC_013967.1,WP_004044604.1,HVO_RS06245,HVO_0319,708,protein_coding,V-type ATP synthase subunit D
212,cds310,CDS,COG1503,290089,291333,291333,-,[J] Peptide chain release factor 1 (eRF1),NC_013967.1,WP_004044602.1,HVO_RS06255,HVO_0321,1245,protein_coding,peptide chain release factor 1
213,cds311,CDS,COG0455,291490,293214,293214,+,[D] ATPases involved in chromosome partitioning ,NC_013967.1,WP_004044601.1,HVO_RS06260,HVO_0322,1725,protein_coding,septum site-determining protein MinD
214,cds312,CDS,COG0018,293437,295200,295200,-,[J] Arginyl-tRNA synthetase    ,NC_013967.1,WP_004044599.1,HVO_RS06265,HVO_0324,1764,protein_coding,arginine--tRNA ligase
215,cds313,CDS,COG1339,296025,296738,296738,+,[KH] Transcriptional regulator of a riboflavin/FAD biosynthetic,NC_013967.1,WP_013035596.1,HVO_RS06270,HVO_0326,714,protein_coding,DUF120 domain-containing protein
215,cds314,CDS,COG0108,296735,297424,297424,+,"[H] 3,4-dihydroxy-2-butanone 4-phosphate synthase   ",NC_013967.1,WP_004044596.1,HVO_RS06275,HVO_0327,690,protein_coding,"3,4-dihydroxy-2-butanone-4-phosphate synthase"
216,cds315,CDS,COG0451,297455,298345,298345,-,[MG] Nucleoside-diphosphate-sugar epimerases    ,NC_013967.1,WP_004044595.1,HVO_RS06280,HVO_0328,891,protein_coding,NAD(P)-dependent oxidoreductase
217,cds316,CDS,COG0115,298435,299373,299373,+,[EH] Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase ,NC_013967.1,WP_004044594.1,HVO_RS06285,HVO_0329,939,protein_coding,branched-chain amino acid transaminase
218,cds317,CDS,COG2928,299452,300096,300096,-,[S] Uncharacterized conserved protein   ,NC_013967.1,WP_004044593.1,HVO_RS06290,HVO_0330,645,protein_coding,DUF502 domain-containing protein
219,cds318,CDS,COG0506,300176,301015,301015,-,[E] Proline dehydrogenase    ,NC_013967.1,WP_004044592.1,HVO_RS06295,HVO_0331,840,protein_coding,proline dehydrogenase
220,cds319,CDS,COG0575,301142,301684,301684,+,[I] CDP-diglyceride synthetase    ,NC_013967.1,WP_004044591.1,HVO_RS06300,HVO_0332,543,protein_coding,hypothetical protein
220,cds320,CDS,COG0461,301751,302281,302281,+,[F] Orotate phosphoribosyltransferase    ,NC_013967.1,WP_004044590.1,HVO_RS06305,HVO_0333,531,protein_coding,orotate phosphoribosyltransferase
222,cds322,CDS,COG2252,303256,304668,304668,+,[R] Permeases     ,NC_013967.1,WP_004044586.1,HVO_RS06315,HVO_0335,1413,protein_coding,NCS2 family permease
225,cds325,CDS,COG1395,306563,307537,307537,-,[K] Predicted transcriptional regulator   ,NC_013967.1,WP_004044583.1,HVO_RS06330,HVO_0338,975,protein_coding,transcriptional regulator
226,cds326,CDS,COG1571,307680,308948,308948,+,[R] Predicted DNA-binding protein containing a Zn-ribbon,NC_013967.1,WP_004044582.1,HVO_RS06335,HVO_0339,1269,protein_coding,DUF1743 domain-containing protein
228,cds328,CDS,COG0433,309492,310541,310541,+,[R] Predicted ATPase    ,NC_013967.1,WP_004044580.1,HVO_RS06345,HVO_0341,1050,protein_coding,ATP-binding protein
228,cds329,CDS,COG0239,310562,310897,310897,+,[D] Integral membrane protein possibly involved in,NC_013967.1,WP_004044579.1,HVO_RS06350,HVO_0342,336,protein_coding,chromosome condensation protein CrcB
228,cds330,CDS,COG0239,310894,311250,311250,+,[D] Integral membrane protein possibly involved in,NC_013967.1,WP_004044578.1,HVO_RS06355,HVO_0343,357,protein_coding,CrcB family protein
230,cds331,CDS,COG2012,312095,312322,312322,+,"[K] DNA-directed RNA polymerase, subunit H, RpoH/RPB5",NC_013967.1,WP_004044577.1,HVO_RS06370,HVO_0346,228,protein_coding,DNA-directed RNA polymerase subunit H
230,cds332,CDS,COG0085,312319,313884,313884,+,"[K] DNA-directed RNA polymerase, beta subunit/140 kD",NC_013967.1,WP_004044576.1,HVO_RS06375,HVO_0347,1566,protein_coding,DNA-directed RNA polymerase subunit B''
